,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
time,11.95797085762024,13.533084869384766,17.21721386909485,21.147334814071655,26.68986678123474,35.265530824661255,40.35980010032654,47.99701976776123,55.4625358581543,64.95374798774719,70.18570590019226,79.05411887168884,95.71796298027039,95.32067465782166,116.38733410835266,122.81463408470154
depth,918.0,1138.0,1388.0,1656.0,1954.0,2270.0,2616.0,2980.0,3380.0,3799.0,4250.0,4717.0,5216.0,5734.0,6285.0,6852.0
cx_counts,716.0,982.0,1304.0,1674.0,2092.0,2558.0,3072.0,3634.0,4244.0,4902.0,5608.0,6362.0,7164.0,8014.0,8912.0,9858.0
width,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0
