,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
time,15.530531883239746,21.24307680130005,31.844398975372314,38.528746128082275,52.666861057281494,66.05526494979858,83.20756387710571,98.93545198440552,139.26912593841553,168.2767059803009,206.0525541305542,258.24262499809265,341.3934350013733,426.4319348335266,553.0467309951782,683.5774807929993
depth,1714.0,2203.0,2765.0,3437.0,4222.0,5045.0,5992.0,6967.0,8070.0,9219.0,10447.0,11757.0,13159.0,14630.0,16163.0,17778.0
cx_counts,1284.0,1781.0,2351.0,3011.0,3764.0,4582.0,5509.0,6492.0,7587.0,8746.0,9994.0,11324.0,12748.0,14252.0,15830.0,17495.0
width,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0
